Entity,Code,Date,people_vaccinated_per_hundred
Pennsylvania,,2021-02-04,7.49
Pennsylvania,,2021-02-05,7.76
Pennsylvania,,2021-02-06,8.1
Pennsylvania,,2021-02-07,8.46
Pennsylvania,,2021-02-08,8.66
Pennsylvania,,2021-02-09,8.86
Pennsylvania,,2021-02-10,9.19
Pennsylvania,,2021-02-11,9.5
Pennsylvania,,2021-02-12,9.88
Pennsylvania,,2021-02-13,9.91
Pennsylvania,,2021-02-14,10.65
Pennsylvania,,2021-02-16,10.7
Pennsylvania,,2021-02-17,11.29
Pennsylvania,,2021-02-18,11.55
Pennsylvania,,2021-02-19,12.51
Pennsylvania,,2021-02-20,12.72
Pennsylvania,,2021-02-21,13.03
Pennsylvania,,2021-02-22,13.27
Pennsylvania,,2021-02-23,13.35
Pennsylvania,,2021-02-24,13.52
Pennsylvania,,2021-02-25,13.79
Pennsylvania,,2021-02-26,14.1
Pennsylvania,,2021-02-27,14.61
Pennsylvania,,2021-02-28,14.94
Pennsylvania,,2021-03-01,15.29
Pennsylvania,,2021-03-02,15.56
Pennsylvania,,2021-03-03,15.84
Pennsylvania,,2021-03-04,16.25
Pennsylvania,,2021-03-05,16.99
Pennsylvania,,2021-03-06,17.63
Pennsylvania,,2021-03-07,17.75
Pennsylvania,,2021-03-08,17.88
Pennsylvania,,2021-03-09,18.76
Puerto Rico,PRI,2021-01-12,1.93
Puerto Rico,PRI,2021-01-13,2.11
Puerto Rico,PRI,2021-01-14,2.51
Puerto Rico,PRI,2021-01-15,2.74
Puerto Rico,PRI,2021-01-19,3.37
Puerto Rico,PRI,2021-01-20,3.52
Puerto Rico,PRI,2021-01-21,3.77
Puerto Rico,PRI,2021-01-22,4.02
Puerto Rico,PRI,2021-01-23,4.27
Puerto Rico,PRI,2021-01-24,4.51
Puerto Rico,PRI,2021-01-25,4.6
Puerto Rico,PRI,2021-01-26,4.63
Puerto Rico,PRI,2021-01-27,4.89
Puerto Rico,PRI,2021-01-28,5.19
Puerto Rico,PRI,2021-01-29,5.47
Puerto Rico,PRI,2021-01-30,5.75
Puerto Rico,PRI,2021-01-31,6.07
Puerto Rico,PRI,2021-02-01,6.17
Puerto Rico,PRI,2021-02-02,6.17
Puerto Rico,PRI,2021-02-03,6.46
Puerto Rico,PRI,2021-02-04,6.72
Puerto Rico,PRI,2021-02-05,6.93
Puerto Rico,PRI,2021-02-06,7.17
Puerto Rico,PRI,2021-02-07,7.17
Puerto Rico,PRI,2021-02-08,7.17
Puerto Rico,PRI,2021-02-09,7.42
Puerto Rico,PRI,2021-02-10,7.58
Puerto Rico,PRI,2021-02-11,7.79
Puerto Rico,PRI,2021-02-12,7.79
Puerto Rico,PRI,2021-02-13,8.35
Puerto Rico,PRI,2021-02-14,8.53
Puerto Rico,PRI,2021-02-16,8.6
Puerto Rico,PRI,2021-02-17,8.69
Puerto Rico,PRI,2021-02-18,8.9
Puerto Rico,PRI,2021-02-19,9.65
Puerto Rico,PRI,2021-02-20,9.83
Puerto Rico,PRI,2021-02-21,10.03
Puerto Rico,PRI,2021-02-22,10.03
Puerto Rico,PRI,2021-02-23,10.09
Puerto Rico,PRI,2021-02-24,10.3
Puerto Rico,PRI,2021-02-25,10.53
Puerto Rico,PRI,2021-02-26,10.91
Puerto Rico,PRI,2021-02-27,10.93
Puerto Rico,PRI,2021-02-28,11.06
Puerto Rico,PRI,2021-03-01,11.17
Puerto Rico,PRI,2021-03-02,11.17
Puerto Rico,PRI,2021-03-03,11.38
Puerto Rico,PRI,2021-03-04,11.8
Puerto Rico,PRI,2021-03-05,11.82
Puerto Rico,PRI,2021-03-06,12.11
Puerto Rico,PRI,2021-03-07,12.43
Puerto Rico,PRI,2021-03-08,12.61
Puerto Rico,PRI,2021-03-09,12.65
Republic of Palau,,2021-01-12,2.32
Republic of Palau,,2021-01-13,4.05
Republic of Palau,,2021-01-14,4.27
Republic of Palau,,2021-01-15,6.24
Republic of Palau,,2021-01-19,10.68
Republic of Palau,,2021-01-20,11.06
Republic of Palau,,2021-01-21,13.42
Republic of Palau,,2021-01-22,13.42
Republic of Palau,,2021-01-23,14.98
Republic of Palau,,2021-01-24,17
Republic of Palau,,2021-01-25,17
Republic of Palau,,2021-01-26,17
Republic of Palau,,2021-01-27,17.01
Republic of Palau,,2021-01-28,17.13
Republic of Palau,,2021-01-29,17.24
Republic of Palau,,2021-01-30,17.36
Republic of Palau,,2021-01-31,17.36
Republic of Palau,,2021-02-01,17.36
Republic of Palau,,2021-02-02,17.36
Republic of Palau,,2021-02-03,17.36
Republic of Palau,,2021-02-04,17.36
Republic of Palau,,2021-02-05,17.36
Republic of Palau,,2021-02-06,17.36
Republic of Palau,,2021-02-07,17.36
Republic of Palau,,2021-02-08,17.36
Republic of Palau,,2021-02-09,17.36
Republic of Palau,,2021-02-10,17.36
Republic of Palau,,2021-02-11,17.36
Republic of Palau,,2021-02-12,17.36
Republic of Palau,,2021-02-13,17.36
Republic of Palau,,2021-02-14,17.36
Republic of Palau,,2021-02-16,17.37
Republic of Palau,,2021-02-17,17.38
Republic of Palau,,2021-02-18,18.69
Republic of Palau,,2021-02-19,18.69
Republic of Palau,,2021-02-20,20.34
Republic of Palau,,2021-02-21,20.38
Republic of Palau,,2021-02-22,20.38
Republic of Palau,,2021-02-23,22.64
Republic of Palau,,2021-02-24,22.64
Republic of Palau,,2021-02-25,28.39
Republic of Palau,,2021-02-26,28.39
Republic of Palau,,2021-02-27,28.39
Republic of Palau,,2021-02-28,28.4
Republic of Palau,,2021-03-01,28.4
Republic of Palau,,2021-03-02,28.4
Republic of Palau,,2021-03-03,28.4
Republic of Palau,,2021-03-04,28.4
Republic of Palau,,2021-03-05,28.4
Republic of Palau,,2021-03-06,28.4
Republic of Palau,,2021-03-07,28.4
Republic of Palau,,2021-03-08,28.74
Republic of Palau,,2021-03-09,28.74
Rhode Island,,2021-01-12,3.34
Rhode Island,,2021-01-13,3.44
Rhode Island,,2021-01-14,3.59
Rhode Island,,2021-01-15,3.72
Rhode Island,,2021-01-19,4.17
Rhode Island,,2021-01-20,4.33
Rhode Island,,2021-01-21,4.52
Rhode Island,,2021-01-22,4.71
Rhode Island,,2021-01-23,4.78
Rhode Island,,2021-01-24,5.12
Rhode Island,,2021-01-25,5.36
Rhode Island,,2021-01-26,5.48
Rhode Island,,2021-01-27,5.65
Rhode Island,,2021-01-28,5.81
Rhode Island,,2021-01-29,5.97
Rhode Island,,2021-01-30,6.2
Rhode Island,,2021-01-31,6.39
Rhode Island,,2021-02-01,6.49
Rhode Island,,2021-02-02,6.94
Rhode Island,,2021-02-03,7.03
Rhode Island,,2021-02-04,7.17
Rhode Island,,2021-02-05,7.36
Rhode Island,,2021-02-06,7.65
Rhode Island,,2021-02-07,7.87
Rhode Island,,2021-02-08,8.03
Rhode Island,,2021-02-09,8.14
Rhode Island,,2021-02-10,8.29
Rhode Island,,2021-02-11,8.47
Rhode Island,,2021-02-12,8.67
Rhode Island,,2021-02-13,8.99
Rhode Island,,2021-02-14,9.19
Rhode Island,,2021-02-16,9.48
Rhode Island,,2021-02-17,9.75
Rhode Island,,2021-02-18,10.21
Rhode Island,,2021-02-19,11.76
Rhode Island,,2021-02-20,12.39
Rhode Island,,2021-02-21,12.92
Rhode Island,,2021-02-22,13.45
Rhode Island,,2021-02-23,13.89
Rhode Island,,2021-02-24,14.41
Rhode Island,,2021-02-25,15.06
Rhode Island,,2021-02-26,15.7
Rhode Island,,2021-02-27,16.5
Rhode Island,,2021-02-28,17.17
Rhode Island,,2021-03-01,18.02
Rhode Island,,2021-03-02,18.45
Rhode Island,,2021-03-03,18.94
Rhode Island,,2021-03-04,19.58
Rhode Island,,2021-03-05,20.22
Rhode Island,,2021-03-06,20.87
Rhode Island,,2021-03-07,21.49
Rhode Island,,2021-03-08,22.16
Rhode Island,,2021-03-09,22.75
South Carolina,,2021-01-12,1.5
South Carolina,,2021-01-13,1.7
South Carolina,,2021-01-14,1.87
South Carolina,,2021-01-15,1.98
South Carolina,,2021-01-19,3.02
South Carolina,,2021-01-20,3.12
South Carolina,,2021-01-21,3.38
South Carolina,,2021-01-22,3.67
South Carolina,,2021-01-23,4.01
South Carolina,,2021-01-24,4.53
South Carolina,,2021-01-25,5.01
South Carolina,,2021-01-26,5.19
South Carolina,,2021-01-27,5.35
South Carolina,,2021-01-28,5.88
South Carolina,,2021-01-29,6.26
South Carolina,,2021-01-30,6.59
South Carolina,,2021-01-31,7.02
South Carolina,,2021-02-01,7.36
South Carolina,,2021-02-02,7.5
South Carolina,,2021-02-03,7.61
South Carolina,,2021-02-04,7.84
South Carolina,,2021-02-05,8.13
South Carolina,,2021-02-06,8.45
South Carolina,,2021-02-07,8.75
South Carolina,,2021-02-08,8.94
South Carolina,,2021-02-09,8.94
South Carolina,,2021-02-10,9.23
South Carolina,,2021-02-11,9.47
South Carolina,,2021-02-12,9.71
South Carolina,,2021-02-13,9.95
South Carolina,,2021-02-14,10.21
South Carolina,,2021-02-16,10.54
South Carolina,,2021-02-17,10.72
South Carolina,,2021-02-18,10.93
South Carolina,,2021-02-19,11.85
South Carolina,,2021-02-20,12.16
South Carolina,,2021-02-21,12.4
South Carolina,,2021-02-22,12.61
South Carolina,,2021-02-23,12.71
South Carolina,,2021-02-24,13.14
South Carolina,,2021-02-25,13.33
South Carolina,,2021-02-26,13.59
South Carolina,,2021-02-27,13.88
South Carolina,,2021-02-28,14.1
South Carolina,,2021-03-01,14.46
South Carolina,,2021-03-02,14.54
South Carolina,,2021-03-03,14.71
South Carolina,,2021-03-04,15.01
South Carolina,,2021-03-05,15.33
South Carolina,,2021-03-06,15.78
South Carolina,,2021-03-07,16.33
South Carolina,,2021-03-08,16.96
South Carolina,,2021-03-09,17.19
South Dakota,,2021-01-12,4.67
South Dakota,,2021-01-13,4.84
South Dakota,,2021-01-14,5.06
South Dakota,,2021-01-15,5.36
South Dakota,,2021-01-19,5.8
South Dakota,,2021-01-20,5.94
South Dakota,,2021-01-21,6.16
South Dakota,,2021-01-22,6.42
South Dakota,,2021-01-23,6.89
South Dakota,,2021-01-24,7.13
South Dakota,,2021-01-25,7.23
South Dakota,,2021-01-26,7.24
South Dakota,,2021-01-27,7.35
South Dakota,,2021-01-28,7.59
South Dakota,,2021-01-29,7.97
South Dakota,,2021-01-30,8.39
South Dakota,,2021-01-31,8.65
South Dakota,,2021-02-01,8.71
South Dakota,,2021-02-02,8.72
South Dakota,,2021-02-03,8.93
South Dakota,,2021-02-04,9.23
South Dakota,,2021-02-05,9.71
South Dakota,,2021-02-06,10.05
South Dakota,,2021-02-07,10.35
South Dakota,,2021-02-08,10.47
South Dakota,,2021-02-09,10.48
South Dakota,,2021-02-10,10.71
South Dakota,,2021-02-11,11.06
South Dakota,,2021-02-12,11.65
South Dakota,,2021-02-13,12.01
South Dakota,,2021-02-14,12.42
South Dakota,,2021-02-16,12.56
South Dakota,,2021-02-17,12.82
South Dakota,,2021-02-18,13.16
South Dakota,,2021-02-19,16.84
South Dakota,,2021-02-20,17.26
South Dakota,,2021-02-21,17.72
South Dakota,,2021-02-22,17.92
South Dakota,,2021-02-23,17.99
South Dakota,,2021-02-24,18.39
South Dakota,,2021-02-25,18.92
South Dakota,,2021-02-26,19.46
South Dakota,,2021-02-27,20.18
South Dakota,,2021-02-28,20.78
South Dakota,,2021-03-01,21.03
South Dakota,,2021-03-02,21.08
South Dakota,,2021-03-03,21.46
South Dakota,,2021-03-04,21.91
South Dakota,,2021-03-05,22.46
South Dakota,,2021-03-06,23.27
South Dakota,,2021-03-07,23.86
South Dakota,,2021-03-08,24.1
South Dakota,,2021-03-09,24.15
Tennessee,,2021-01-12,2.1
Tennessee,,2021-01-13,2.21
Tennessee,,2021-01-14,3.5
Tennessee,,2021-01-15,3.88
Tennessee,,2021-01-19,4.43
Tennessee,,2021-01-20,4.48
Tennessee,,2021-01-21,4.59
Tennessee,,2021-01-22,4.75
Tennessee,,2021-01-23,4.92
Tennessee,,2021-01-24,5.19
Tennessee,,2021-01-25,5.3
Tennessee,,2021-01-26,5.35
Tennessee,,2021-01-27,5.48
Tennessee,,2021-01-28,5.65
Tennessee,,2021-01-29,5.87
Tennessee,,2021-01-30,6.1
Tennessee,,2021-01-31,6.42
Tennessee,,2021-02-01,6.56
Tennessee,,2021-02-02,6.6
Tennessee,,2021-02-03,6.78
Tennessee,,2021-02-04,7
Tennessee,,2021-02-05,7.33
Tennessee,,2021-02-06,7.64
Tennessee,,2021-02-07,7.96
Tennessee,,2021-02-08,8.11
Tennessee,,2021-02-09,8.18
Tennessee,,2021-02-10,8.45
Tennessee,,2021-02-11,8.71
Tennessee,,2021-02-12,9.05
Tennessee,,2021-02-13,9.29
Tennessee,,2021-02-14,9.66
Tennessee,,2021-02-16,9.89
Tennessee,,2021-02-17,9.96
Tennessee,,2021-02-18,10.13
Tennessee,,2021-02-19,10.84
Tennessee,,2021-02-20,10.96
Tennessee,,2021-02-21,11.09
Tennessee,,2021-02-22,11.19
Tennessee,,2021-02-23,11.24
Tennessee,,2021-02-24,11.49
Tennessee,,2021-02-25,11.75
Tennessee,,2021-02-26,12.15
Tennessee,,2021-02-27,12.5
Tennessee,,2021-02-28,13
Tennessee,,2021-03-01,13.37
Tennessee,,2021-03-02,13.49
Tennessee,,2021-03-03,13.96
Tennessee,,2021-03-04,14.29
Tennessee,,2021-03-05,14.66
Tennessee,,2021-03-06,15.03
Tennessee,,2021-03-07,15.42
Tennessee,,2021-03-08,15.5
Tennessee,,2021-03-09,15.58
Texas,,2021-01-12,2.79
Texas,,2021-01-13,2.97
Texas,,2021-01-14,3.16
Texas,,2021-01-15,3.46
Texas,,2021-01-19,4.22
Texas,,2021-01-20,4.42
Texas,,2021-01-21,4.61
Texas,,2021-01-22,4.87
Texas,,2021-01-23,5.09
Texas,,2021-01-24,5.18
Texas,,2021-01-25,5.28
Texas,,2021-01-26,5.57
Texas,,2021-01-27,5.69
Texas,,2021-01-28,5.97
Texas,,2021-01-29,6.22
Texas,,2021-01-30,6.51
Texas,,2021-01-31,6.65
Texas,,2021-02-01,6.87
Texas,,2021-02-02,6.87
Texas,,2021-02-03,7.2
Texas,,2021-02-04,7.52
Texas,,2021-02-05,7.79
Texas,,2021-02-06,8.18
Texas,,2021-02-07,8.5
Texas,,2021-02-08,8.67
Texas,,2021-02-09,8.93
Texas,,2021-02-10,9.22
Texas,,2021-02-11,9.47
Texas,,2021-02-12,9.78
Texas,,2021-02-13,10.01
Texas,,2021-02-14,10.24
Texas,,2021-02-16,10.48
Texas,,2021-02-17,10.55
Texas,,2021-02-18,10.59
Texas,,2021-02-19,11.06
Texas,,2021-02-20,11.18
Texas,,2021-02-21,11.27
Texas,,2021-02-22,11.31
Texas,,2021-02-23,11.42
Texas,,2021-02-24,11.6
Texas,,2021-02-25,11.84
Texas,,2021-02-26,12.11
Texas,,2021-02-27,12.35
Texas,,2021-02-28,12.67
Texas,,2021-03-01,12.69
Texas,,2021-03-02,13.39
Texas,,2021-03-03,13.8
Texas,,2021-03-04,14.18
Texas,,2021-03-05,14.68
Texas,,2021-03-06,15.21
Texas,,2021-03-07,15.46
Texas,,2021-03-08,15.2
Texas,,2021-03-09,15.78
United States,USA,2021-01-12,2.23
United States,USA,2021-01-13,2.41
United States,USA,2021-01-14,2.92
United States,USA,2021-01-15,3.19
United States,USA,2021-01-19,4.1
United States,USA,2021-01-20,4.3
United States,USA,2021-01-21,4.53
United States,USA,2021-01-22,4.89
United States,USA,2021-01-23,5.24
United States,USA,2021-01-24,5.57
United States,USA,2021-01-25,5.8
United States,USA,2021-01-26,5.99
United States,USA,2021-01-27,6.23
United States,USA,2021-01-28,6.54
United States,USA,2021-01-29,6.89
United States,USA,2021-01-30,7.25
United States,USA,2021-01-31,7.59
United States,USA,2021-02-01,7.84
United States,USA,2021-02-02,7.96
United States,USA,2021-02-03,8.18
United States,USA,2021-02-04,8.41
United States,USA,2021-02-05,8.71
United States,USA,2021-02-06,9.11
United States,USA,2021-02-07,9.51
United States,USA,2021-02-08,9.74
United States,USA,2021-02-09,9.9
United States,USA,2021-02-10,10.18
United States,USA,2021-02-11,10.46
United States,USA,2021-02-12,10.79
United States,USA,2021-02-13,11.16
United States,USA,2021-02-14,11.53
United States,USA,2021-02-16,11.95
United States,USA,2021-02-17,12.13
United States,USA,2021-02-18,12.36
United States,USA,2021-02-19,12.64
United States,USA,2021-02-20,12.89
United States,USA,2021-02-21,13.14
United States,USA,2021-02-22,13.29
United States,USA,2021-02-23,13.42
United States,USA,2021-02-24,13.63
United States,USA,2021-02-25,13.88
United States,USA,2021-02-26,14.21
United States,USA,2021-02-27,14.59
United States,USA,2021-02-28,14.99
United States,USA,2021-03-01,15.28
United States,USA,2021-03-02,15.59
United States,USA,2021-03-03,15.92
United States,USA,2021-03-04,16.28
United States,USA,2021-03-05,16.73
United States,USA,2021-03-06,17.28
United States,USA,2021-03-07,17.73
United States,USA,2021-03-08,18.07
United States,USA,2021-03-09,18.4
Utah,,2021-01-12,2.83
Utah,,2021-01-13,3.06
Utah,,2021-01-14,3.24
Utah,,2021-01-15,3.57
Utah,,2021-01-19,4.49
Utah,,2021-01-20,4.98
Utah,,2021-01-21,5.19
Utah,,2021-01-22,5.47
Utah,,2021-01-23,5.47
Utah,,2021-01-24,5.47
Utah,,2021-01-25,6.09
Utah,,2021-01-26,6.13
Utah,,2021-01-27,6.27
Utah,,2021-01-28,6.27
Utah,,2021-01-29,6.85
Utah,,2021-01-30,7.1
Utah,,2021-01-31,7.1
Utah,,2021-02-01,7.63
Utah,,2021-02-02,7.66
Utah,,2021-02-03,7.66
Utah,,2021-02-04,8.07
Utah,,2021-02-05,8.46
Utah,,2021-02-06,8.87
Utah,,2021-02-07,8.87
Utah,,2021-02-08,9.51
Utah,,2021-02-09,9.58
Utah,,2021-02-10,9.58
Utah,,2021-02-11,9.58
Utah,,2021-02-12,9.58
Utah,,2021-02-13,9.58
Utah,,2021-02-14,9.58
Utah,,2021-02-16,9.82
Utah,,2021-02-17,9.82
Utah,,2021-02-18,10.07
Utah,,2021-02-19,10.7
Utah,,2021-02-20,11.11
Utah,,2021-02-21,11.12
Utah,,2021-02-22,11.12
Utah,,2021-02-23,11.12
Utah,,2021-02-24,11.36
Utah,,2021-02-25,11.8
Utah,,2021-02-26,11.81
Utah,,2021-02-27,12.22
Utah,,2021-02-28,12.23
Utah,,2021-03-01,12.23
Utah,,2021-03-02,12.68
Utah,,2021-03-03,13.19
Utah,,2021-03-04,13.2
Utah,,2021-03-05,14.27
Utah,,2021-03-06,15.09
Utah,,2021-03-07,15.1
Utah,,2021-03-08,15.07
Utah,,2021-03-09,15.99
Vermont,,2021-01-14,4.26
Vermont,,2021-01-15,4.54
Vermont,,2021-01-19,5.52
Vermont,,2021-01-20,5.55
Vermont,,2021-01-21,5.81
Vermont,,2021-01-22,6.16
Vermont,,2021-01-23,6.49
Vermont,,2021-01-24,6.72
Vermont,,2021-01-25,6.95
Vermont,,2021-01-26,7.05
Vermont,,2021-01-27,7.13
Vermont,,2021-01-28,7.43
Vermont,,2021-01-29,7.61
Vermont,,2021-01-30,7.77
Vermont,,2021-01-31,8.1
Vermont,,2021-02-01,8.65
Vermont,,2021-02-02,8.81
Vermont,,2021-02-03,8.87
Vermont,,2021-02-04,9.01
Vermont,,2021-02-05,9.2
Vermont,,2021-02-06,9.4
Vermont,,2021-02-07,9.75
Vermont,,2021-02-08,10.1
Vermont,,2021-02-09,10.4
Vermont,,2021-02-10,10.51
Vermont,,2021-02-11,10.74
Vermont,,2021-02-12,11
Vermont,,2021-02-13,11.27
Vermont,,2021-02-14,11.72
Vermont,,2021-02-16,12.5
Vermont,,2021-02-17,12.63
Vermont,,2021-02-18,12.76
Vermont,,2021-02-19,13.88
Vermont,,2021-02-20,14.24
Vermont,,2021-02-21,14.73
Vermont,,2021-02-22,15.14
Vermont,,2021-02-23,15.42
Vermont,,2021-02-24,15.55
Vermont,,2021-02-25,15.79
Vermont,,2021-02-26,16.19
Vermont,,2021-02-27,16.66
Vermont,,2021-02-28,17.16
Vermont,,2021-03-01,17.59
Vermont,,2021-03-02,17.91
Vermont,,2021-03-03,18.08
Vermont,,2021-03-04,18.34
Vermont,,2021-03-05,18.82
Vermont,,2021-03-06,19.37
Vermont,,2021-03-07,20.11
Vermont,,2021-03-08,20.35
Vermont,,2021-03-09,20.91
Virgin Islands,,2021-01-14,1.21
Virgin Islands,,2021-01-15,1.41
Virgin Islands,,2021-01-19,1.88
Virgin Islands,,2021-01-20,2.08
Virgin Islands,,2021-01-21,2.34
Virgin Islands,,2021-01-22,2.58
Virgin Islands,,2021-01-23,2.81
Virgin Islands,,2021-01-24,2.84
Virgin Islands,,2021-01-25,2.85
Virgin Islands,,2021-01-26,3.11
Virgin Islands,,2021-01-27,3.38
Virgin Islands,,2021-01-28,3.73
Virgin Islands,,2021-01-29,4.17
Virgin Islands,,2021-01-30,4.68
Virgin Islands,,2021-01-31,4.7
Virgin Islands,,2021-02-01,4.8
Virgin Islands,,2021-02-02,5.2
Virgin Islands,,2021-02-03,5.64
Virgin Islands,,2021-02-04,5.96
Virgin Islands,,2021-02-05,6.37
Virgin Islands,,2021-02-06,6.65
Virgin Islands,,2021-02-07,6.66
Virgin Islands,,2021-02-08,6.7
Virgin Islands,,2021-02-09,6.99
Virgin Islands,,2021-02-10,7.41
Virgin Islands,,2021-02-11,7.68
Virgin Islands,,2021-02-12,8.03
Virgin Islands,,2021-02-13,8.26
Virgin Islands,,2021-02-14,8.34
Virgin Islands,,2021-02-16,8.41
Virgin Islands,,2021-02-17,8.89
Virgin Islands,,2021-02-18,9.05
Virgin Islands,,2021-02-19,9.93
Virgin Islands,,2021-02-20,10.55
Virgin Islands,,2021-02-21,10.74
Virgin Islands,,2021-02-22,10.74
Virgin Islands,,2021-02-23,11.15
Virgin Islands,,2021-02-24,11.41
Virgin Islands,,2021-02-25,11.57
Virgin Islands,,2021-02-26,12.05
Virgin Islands,,2021-02-27,12.17
Virgin Islands,,2021-02-28,12.34
Virgin Islands,,2021-03-01,12.35
Virgin Islands,,2021-03-02,12.49
Virgin Islands,,2021-03-03,12.69
Virgin Islands,,2021-03-04,13.77
Virgin Islands,,2021-03-05,14.22
Virgin Islands,,2021-03-06,14.69
Virgin Islands,,2021-03-07,14.7
Virgin Islands,,2021-03-08,14.38
Virgin Islands,,2021-03-09,14.89
Virginia,,2021-01-14,2.26
Virginia,,2021-01-15,2.52
Virginia,,2021-01-19,3.4
Virginia,,2021-01-20,3.56
Virginia,,2021-01-21,3.75
Virginia,,2021-01-22,4.15
Virginia,,2021-01-23,4.41
Virginia,,2021-01-24,4.61
Virginia,,2021-01-25,4.87
Virginia,,2021-01-26,5.82
Virginia,,2021-01-27,6.14
Virginia,,2021-01-28,6.48
Virginia,,2021-01-29,7.02
Virginia,,2021-01-30,7.6
Virginia,,2021-01-31,8.06
Virginia,,2021-02-01,8.41
Virginia,,2021-02-02,8.69
Virginia,,2021-02-03,8.88
Virginia,,2021-02-04,9.07
Virginia,,2021-02-05,9.44
Virginia,,2021-02-06,9.87
Virginia,,2021-02-07,10.26
Virginia,,2021-02-08,10.51
Virginia,,2021-02-09,10.68
Virginia,,2021-02-10,10.84
Virginia,,2021-02-11,11.07
Virginia,,2021-02-12,11.38
Virginia,,2021-02-13,11.64
Virginia,,2021-02-14,11.77
Virginia,,2021-02-16,12.26
Virginia,,2021-02-17,12.42
Virginia,,2021-02-18,12.61
Virginia,,2021-02-19,13.52
Virginia,,2021-02-20,13.62
Virginia,,2021-02-21,13.74
Virginia,,2021-02-22,13.86
Virginia,,2021-02-23,14.03
Virginia,,2021-02-24,14.21
Virginia,,2021-02-25,14.41
Virginia,,2021-02-26,14.73
Virginia,,2021-02-27,15.3
Virginia,,2021-02-28,15.66
Virginia,,2021-03-01,16.02
Virginia,,2021-03-02,16.28
Virginia,,2021-03-03,16.62
Virginia,,2021-03-04,17.05
Virginia,,2021-03-05,17.45
Virginia,,2021-03-06,17.79
Virginia,,2021-03-07,18.19
Virginia,,2021-03-08,18.65
Virginia,,2021-03-09,19.25
Washington,,2021-01-12,2.13
Washington,,2021-01-13,2.23
Washington,,2021-01-14,2.46
Washington,,2021-01-15,2.64
Washington,,2021-01-19,3.49
Washington,,2021-01-20,3.76
Washington,,2021-01-21,4.03
Washington,,2021-01-22,4.34
Washington,,2021-01-23,4.72
Washington,,2021-01-24,4.86
Washington,,2021-01-25,5.31
Washington,,2021-01-26,5.53
Washington,,2021-01-27,5.8
Washington,,2021-01-28,6.15
Washington,,2021-01-29,6.51
Washington,,2021-01-30,6.89
Washington,,2021-01-31,7.29
Washington,,2021-02-01,7.65
Washington,,2021-02-02,7.87
Washington,,2021-02-03,8.09
Washington,,2021-02-04,8.38
Washington,,2021-02-05,8.65
Washington,,2021-02-06,8.99
Washington,,2021-02-07,9.31
Washington,,2021-02-08,9.61
Washington,,2021-02-09,9.72
Washington,,2021-02-10,10.25
Washington,,2021-02-11,10.47
Washington,,2021-02-12,10.76
Washington,,2021-02-13,11.09
Washington,,2021-02-14,11.44
Washington,,2021-02-16,11.69
Washington,,2021-02-17,11.8
Washington,,2021-02-18,12
Washington,,2021-02-19,12.9
Washington,,2021-02-20,13.16
Washington,,2021-02-21,13.35
Washington,,2021-02-22,13.5
Washington,,2021-02-23,13.57
Washington,,2021-02-24,13.68
Washington,,2021-02-25,13.92
Washington,,2021-02-26,14.16
Washington,,2021-02-27,14.47
Washington,,2021-02-28,14.85
Washington,,2021-03-01,15.27
Washington,,2021-03-02,15.53
Washington,,2021-03-03,15.84
Washington,,2021-03-04,16.27
Washington,,2021-03-05,16.7
Washington,,2021-03-06,17.29
Washington,,2021-03-07,17.89
Washington,,2021-03-08,18.53
Washington,,2021-03-09,18.87
West Virginia,,2021-01-14,5.53
West Virginia,,2021-01-15,6.31
West Virginia,,2021-01-19,7.19
West Virginia,,2021-01-20,7.42
West Virginia,,2021-01-21,7.59
West Virginia,,2021-01-22,8.11
West Virginia,,2021-01-23,8.75
West Virginia,,2021-01-24,9.14
West Virginia,,2021-01-25,9.18
West Virginia,,2021-01-26,9.36
West Virginia,,2021-01-27,9.47
West Virginia,,2021-01-28,9.7
West Virginia,,2021-01-29,10.15
West Virginia,,2021-01-30,10.67
West Virginia,,2021-01-31,10.75
West Virginia,,2021-02-01,10.77
West Virginia,,2021-02-02,10.84
West Virginia,,2021-02-03,10.89
West Virginia,,2021-02-04,11.04
West Virginia,,2021-02-05,11.37
West Virginia,,2021-02-06,11.96
West Virginia,,2021-02-07,12.14
West Virginia,,2021-02-08,12.18
West Virginia,,2021-02-09,12.26
West Virginia,,2021-02-10,12.4
West Virginia,,2021-02-11,12.63
West Virginia,,2021-02-12,12.87
West Virginia,,2021-02-13,13.52
West Virginia,,2021-02-14,13.82
West Virginia,,2021-02-16,14
West Virginia,,2021-02-17,14.04
West Virginia,,2021-02-18,14.22
West Virginia,,2021-02-19,15.58
West Virginia,,2021-02-20,16.08
West Virginia,,2021-02-21,16.2
West Virginia,,2021-02-22,16.25
West Virginia,,2021-02-23,16.4
West Virginia,,2021-02-24,16.49
West Virginia,,2021-02-25,16.75
West Virginia,,2021-02-26,17.2
West Virginia,,2021-02-27,17.87
West Virginia,,2021-02-28,17.99
West Virginia,,2021-03-01,18.04
West Virginia,,2021-03-02,18.13
West Virginia,,2021-03-03,18.27
West Virginia,,2021-03-04,18.73
West Virginia,,2021-03-05,19.54
West Virginia,,2021-03-06,20.27
West Virginia,,2021-03-07,20.54
West Virginia,,2021-03-08,20.31
West Virginia,,2021-03-09,20.48
Wisconsin,,2021-01-12,2.16
Wisconsin,,2021-01-13,2.16
Wisconsin,,2021-01-14,2.33
