Entity,Code,Date,people_fully_vaccinated
Alabama,,2021-01-12,7270
Alabama,,2021-01-13,9245
Alabama,,2021-01-15,13488
Alabama,,2021-01-19,16346
Alabama,,2021-01-20,17956
Alabama,,2021-01-21,21345
Alabama,,2021-01-22,24840
Alabama,,2021-01-23,27422
Alabama,,2021-01-24,29736
Alabama,,2021-01-25,29978
Alabama,,2021-01-26,30933
Alabama,,2021-01-27,33595
Alabama,,2021-01-28,37431
Alabama,,2021-01-29,44073
Alabama,,2021-01-30,53742
Alabama,,2021-01-31,55331
Alabama,,2021-02-01,56308
Alabama,,2021-02-02,58825
Alabama,,2021-02-03,62990
Alabama,,2021-02-04,69155
Alabama,,2021-02-05,76603
Alabama,,2021-02-06,84278
Alabama,,2021-02-07,86141
Alabama,,2021-02-08,88453
Alabama,,2021-02-09,95033
Alabama,,2021-02-10,102520
Alabama,,2021-02-11,111036
Alabama,,2021-02-12,122019
Alabama,,2021-02-13,133029
Alabama,,2021-02-14,137032
Alabama,,2021-02-16,149288
Alabama,,2021-02-17,154341
Alabama,,2021-02-18,165104
Alabama,,2021-02-19,192304
Alabama,,2021-02-20,214512
Alabama,,2021-02-21,219639
Alabama,,2021-02-22,221785
Alabama,,2021-02-23,233073
Alabama,,2021-02-24,247024
Alabama,,2021-02-25,261689
Alabama,,2021-02-26,278985
Alabama,,2021-02-27,300548
Alabama,,2021-02-28,305731
Alabama,,2021-03-01,308416
Alabama,,2021-03-02,322346
Alabama,,2021-03-03,338967
Alabama,,2021-03-04,357384
Alabama,,2021-03-05,374826
Alabama,,2021-03-06,393619
Alabama,,2021-03-07,398035
Alabama,,2021-03-08,409937
Alabama,,2021-03-09,420083
Alaska,,2021-01-12,5400
Alaska,,2021-01-13,6166
Alaska,,2021-01-15,9406
Alaska,,2021-01-19,10802
Alaska,,2021-01-20,11283
Alaska,,2021-01-21,12352
Alaska,,2021-01-22,13718
Alaska,,2021-01-23,15206
Alaska,,2021-01-24,16201
Alaska,,2021-01-25,16673
Alaska,,2021-01-26,16815
Alaska,,2021-01-27,18097
Alaska,,2021-01-28,20045
Alaska,,2021-01-29,21593
Alaska,,2021-01-30,23320
Alaska,,2021-01-31,24545
Alaska,,2021-02-01,25467
Alaska,,2021-02-02,26207
Alaska,,2021-02-03,27528
Alaska,,2021-02-04,30172
Alaska,,2021-02-05,32593
Alaska,,2021-02-06,35773
Alaska,,2021-02-07,39541
Alaska,,2021-02-08,40812
Alaska,,2021-02-09,41698
Alaska,,2021-02-10,43552
Alaska,,2021-02-11,46006
Alaska,,2021-02-12,48969
Alaska,,2021-02-13,52380
Alaska,,2021-02-14,57117
Alaska,,2021-02-16,60964
Alaska,,2021-02-17,62474
Alaska,,2021-02-18,65245
Alaska,,2021-02-19,71892
Alaska,,2021-02-20,78623
Alaska,,2021-02-21,82272
Alaska,,2021-02-22,84385
Alaska,,2021-02-23,84984
Alaska,,2021-02-24,87061
Alaska,,2021-02-25,90416
Alaska,,2021-02-26,92407
Alaska,,2021-02-27,95485
Alaska,,2021-02-28,97692
Alaska,,2021-03-01,100024
Alaska,,2021-03-02,101000
Alaska,,2021-03-03,102472
Alaska,,2021-03-04,104193
Alaska,,2021-03-05,106597
Alaska,,2021-03-06,110078
Alaska,,2021-03-07,113792
Alaska,,2021-03-08,115635
Alaska,,2021-03-09,117345
American Samoa,ASM,2021-01-12,260
American Samoa,ASM,2021-01-13,362
American Samoa,ASM,2021-01-15,738
American Samoa,ASM,2021-01-19,770
American Samoa,ASM,2021-01-20,836
American Samoa,ASM,2021-01-21,929
American Samoa,ASM,2021-01-22,940
American Samoa,ASM,2021-01-23,948
American Samoa,ASM,2021-01-24,948
American Samoa,ASM,2021-01-25,948
American Samoa,ASM,2021-01-26,948
American Samoa,ASM,2021-01-27,950
American Samoa,ASM,2021-01-28,950
American Samoa,ASM,2021-01-29,997
American Samoa,ASM,2021-01-30,997
American Samoa,ASM,2021-01-31,997
American Samoa,ASM,2021-02-01,1046
American Samoa,ASM,2021-02-02,1046
American Samoa,ASM,2021-02-03,1305
American Samoa,ASM,2021-02-04,1494
American Samoa,ASM,2021-02-05,2252
American Samoa,ASM,2021-02-06,2478
American Samoa,ASM,2021-02-07,2478
American Samoa,ASM,2021-02-08,2478
American Samoa,ASM,2021-02-09,2885
American Samoa,ASM,2021-02-10,3494
American Samoa,ASM,2021-02-11,3685
American Samoa,ASM,2021-02-12,4968
American Samoa,ASM,2021-02-13,5308
American Samoa,ASM,2021-02-14,5308
American Samoa,ASM,2021-02-16,5860
American Samoa,ASM,2021-02-17,5989
American Samoa,ASM,2021-02-18,5989
American Samoa,ASM,2021-02-19,5989
American Samoa,ASM,2021-02-20,6893
American Samoa,ASM,2021-02-21,7811
American Samoa,ASM,2021-02-22,7818
American Samoa,ASM,2021-02-23,7818
American Samoa,ASM,2021-02-24,7979
American Samoa,ASM,2021-02-25,7979
American Samoa,ASM,2021-02-26,8037
American Samoa,ASM,2021-02-27,8037
American Samoa,ASM,2021-02-28,8037
American Samoa,ASM,2021-03-01,8037
American Samoa,ASM,2021-03-02,8099
American Samoa,ASM,2021-03-03,8099
American Samoa,ASM,2021-03-04,8208
American Samoa,ASM,2021-03-05,8208
American Samoa,ASM,2021-03-06,8208
American Samoa,ASM,2021-03-07,8208
American Samoa,ASM,2021-03-08,8254
American Samoa,ASM,2021-03-09,8254
Arizona,,2021-01-12,8343
Arizona,,2021-01-13,12392
Arizona,,2021-01-15,20837
Arizona,,2021-01-19,30892
Arizona,,2021-01-20,34788
Arizona,,2021-01-21,41613
Arizona,,2021-01-22,48938
Arizona,,2021-01-23,55014
Arizona,,2021-01-24,58291
Arizona,,2021-01-25,62711
Arizona,,2021-01-26,64551
Arizona,,2021-01-27,68846
Arizona,,2021-01-28,73927
Arizona,,2021-01-29,80773
Arizona,,2021-01-30,86990
Arizona,,2021-01-31,92666
Arizona,,2021-02-01,95671
Arizona,,2021-02-02,96660
Arizona,,2021-02-03,102107
Arizona,,2021-02-04,111645
Arizona,,2021-02-05,121227
Arizona,,2021-02-06,136236
Arizona,,2021-02-07,151392
Arizona,,2021-02-08,161324
Arizona,,2021-02-09,166798
Arizona,,2021-02-10,177565
Arizona,,2021-02-11,192542
Arizona,,2021-02-12,207912
Arizona,,2021-02-13,226158
Arizona,,2021-02-14,244971
Arizona,,2021-02-16,264416
Arizona,,2021-02-17,267967
Arizona,,2021-02-18,283955
Arizona,,2021-02-19,335248
Arizona,,2021-02-20,356055
Arizona,,2021-02-21,376371
Arizona,,2021-02-22,392139
Arizona,,2021-02-23,398472
Arizona,,2021-02-24,412825
Arizona,,2021-02-25,438355
Arizona,,2021-02-26,468913
Arizona,,2021-02-27,498106
Arizona,,2021-02-28,535189
Arizona,,2021-03-01,566500
Arizona,,2021-03-02,587451
Arizona,,2021-03-03,613681
Arizona,,2021-03-04,640078
Arizona,,2021-03-05,671617
Arizona,,2021-03-06,674523
Arizona,,2021-03-07,729803
Arizona,,2021-03-08,738410
Arizona,,2021-03-09,750217
Arkansas,,2021-01-12,8
Arkansas,,2021-01-13,12849
Arkansas,,2021-01-15,18781
Arkansas,,2021-01-19,21734
Arkansas,,2021-01-20,26541
Arkansas,,2021-01-21,26541
Arkansas,,2021-01-22,31600
Arkansas,,2021-01-23,31600
Arkansas,,2021-01-24,32572
Arkansas,,2021-01-25,33159
Arkansas,,2021-01-26,37055
Arkansas,,2021-01-27,40910
Arkansas,,2021-01-28,40910
Arkansas,,2021-01-29,45918
Arkansas,,2021-01-30,52118
Arkansas,,2021-01-31,56264
Arkansas,,2021-02-01,58613
Arkansas,,2021-02-02,59903
Arkansas,,2021-02-03,63356
Arkansas,,2021-02-04,68778
Arkansas,,2021-02-05,73810
Arkansas,,2021-02-06,81564
Arkansas,,2021-02-07,90308
Arkansas,,2021-02-08,94058
Arkansas,,2021-02-09,95202
Arkansas,,2021-02-10,103669
Arkansas,,2021-02-11,110751
Arkansas,,2021-02-12,118465
Arkansas,,2021-02-13,124040
Arkansas,,2021-02-14,130637
Arkansas,,2021-02-16,136415
Arkansas,,2021-02-17,138254
Arkansas,,2021-02-18,140662
Arkansas,,2021-02-19,150812
Arkansas,,2021-02-20,152675
Arkansas,,2021-02-21,157511
Arkansas,,2021-02-22,161470
Arkansas,,2021-02-23,163848
Arkansas,,2021-02-24,172653
Arkansas,,2021-02-25,184346
Arkansas,,2021-02-26,200253
Arkansas,,2021-02-27,213974
Arkansas,,2021-02-28,226968
Arkansas,,2021-03-01,233135
Arkansas,,2021-03-02,236154
Arkansas,,2021-03-03,242346
Arkansas,,2021-03-04,249244
Arkansas,,2021-03-05,256589
Arkansas,,2021-03-06,264478
Arkansas,,2021-03-07,273608
Arkansas,,2021-03-08,277217
Arkansas,,2021-03-09,279815
Bureau of Prisons,,2021-01-12,1077
Bureau of Prisons,,2021-01-13,1077
Bureau of Prisons,,2021-01-15,2086
Bureau of Prisons,,2021-01-19,2091
Bureau of Prisons,,2021-01-20,3092
Bureau of Prisons,,2021-01-21,3800
Bureau of Prisons,,2021-01-22,3962
Bureau of Prisons,,2021-01-23,4977
Bureau of Prisons,,2021-01-24,5044
Bureau of Prisons,,2021-01-25,5301
Bureau of Prisons,,2021-01-26,5971
Bureau of Prisons,,2021-01-27,6846
Bureau of Prisons,,2021-01-28,7368
Bureau of Prisons,,2021-01-29,8011
Bureau of Prisons,,2021-01-30,8389
Bureau of Prisons,,2021-01-31,8490
Bureau of Prisons,,2021-02-01,8490
Bureau of Prisons,,2021-02-02,9079
Bureau of Prisons,,2021-02-03,10130
Bureau of Prisons,,2021-02-04,11259
Bureau of Prisons,,2021-02-05,12426
Bureau of Prisons,,2021-02-06,13362
Bureau of Prisons,,2021-02-07,13826
Bureau of Prisons,,2021-02-08,13826
Bureau of Prisons,,2021-02-09,14173
Bureau of Prisons,,2021-02-10,15085
Bureau of Prisons,,2021-02-11,15931
Bureau of Prisons,,2021-02-12,16449
Bureau of Prisons,,2021-02-13,17017
Bureau of Prisons,,2021-02-14,17256
Bureau of Prisons,,2021-02-16,17256
Bureau of Prisons,,2021-02-17,17598
Bureau of Prisons,,2021-02-18,17789
Bureau of Prisons,,2021-02-19,18276
Bureau of Prisons,,2021-02-20,18879
Bureau of Prisons,,2021-02-21,19556
Bureau of Prisons,,2021-02-22,19637
Bureau of Prisons,,2021-02-23,19996
Bureau of Prisons,,2021-02-24,20628
Bureau of Prisons,,2021-02-25,21439
Bureau of Prisons,,2021-02-26,22339
Bureau of Prisons,,2021-02-27,22939
Bureau of Prisons,,2021-02-28,23057
Bureau of Prisons,,2021-03-01,23057
Bureau of Prisons,,2021-03-02,23532
Bureau of Prisons,,2021-03-03,24513
Bureau of Prisons,,2021-03-04,25853
Bureau of Prisons,,2021-03-05,27041
Bureau of Prisons,,2021-03-06,27625
Bureau of Prisons,,2021-03-07,27841
Bureau of Prisons,,2021-03-08,27841
Bureau of Prisons,,2021-03-09,28141
California,,2021-01-12,100089
California,,2021-01-13,133689
California,,2021-01-15,204374
California,,2021-01-19,260838
California,,2021-01-20,273276
California,,2021-01-21,293834
California,,2021-01-22,321839
California,,2021-01-23,341731
California,,2021-01-24,356382
California,,2021-01-25,371482
California,,2021-01-26,387563
California,,2021-01-27,417606
California,,2021-01-28,458585
California,,2021-01-29,487552
California,,2021-01-30,524350
California,,2021-01-31,558977
California,,2021-02-01,581985
California,,2021-02-02,592045
California,,2021-02-03,613845
California,,2021-02-04,625189
California,,2021-02-05,675027
California,,2021-02-06,727993
California,,2021-02-07,808832
California,,2021-02-08,847993
California,,2021-02-09,875340
California,,2021-02-10,928615
California,,2021-02-11,990128
California,,2021-02-12,1081040
California,,2021-02-13,1178577
California,,2021-02-14,1287390
California,,2021-02-16,1456222
California,,2021-02-17,1507829
California,,2021-02-18,1581541
California,,2021-02-19,1753917
California,,2021-02-20,1864867
California,,2021-02-21,1974488
California,,2021-02-22,2048326
California,,2021-02-23,2105613
California,,2021-02-24,2173394
California,,2021-02-25,2263406
California,,2021-02-26,2384283
California,,2021-02-27,2506318
California,,2021-02-28,2613260
California,,2021-03-01,2744770
California,,2021-03-02,2905711
California,,2021-03-03,2997721
California,,2021-03-04,3047327
California,,2021-03-05,3128908
California,,2021-03-06,3263993
California,,2021-03-07,3352223
California,,2021-03-08,3406971
California,,2021-03-09,3444791
Colorado,,2021-01-12,36425
Colorado,,2021-01-13,41271
Colorado,,2021-01-15,47021
Colorado,,2021-01-19,49897
Colorado,,2021-01-20,51460
Colorado,,2021-01-21,54474
Colorado,,2021-01-22,62086
Colorado,,2021-01-23,62086
Colorado,,2021-01-24,76902
Colorado,,2021-01-25,80467
Colorado,,2021-01-26,82946
Colorado,,2021-01-27,90200
Colorado,,2021-01-28,98663
Colorado,,2021-01-29,108507
Colorado,,2021-01-30,118770
Colorado,,2021-01-31,125078
Colorado,,2021-02-01,130738
Colorado,,2021-02-02,132752
Colorado,,2021-02-03,140610
Colorado,,2021-02-04,149829
Colorado,,2021-02-05,162511
Colorado,,2021-02-06,178975
Colorado,,2021-02-07,197523
Colorado,,2021-02-08,207951
Colorado,,2021-02-09,211328
Colorado,,2021-02-10,225626
Colorado,,2021-02-11,239804
Colorado,,2021-02-12,254037
Colorado,,2021-02-13,271661
Colorado,,2021-02-14,290991
Colorado,,2021-02-16,308992
Colorado,,2021-02-17,314557
Colorado,,2021-02-18,322769
Colorado,,2021-02-19,345623
Colorado,,2021-02-20,360392
Colorado,,2021-02-21,378242
Colorado,,2021-02-22,392925
Colorado,,2021-02-23,393719
Colorado,,2021-02-24,413803
Colorado,,2021-02-25,426938
Colorado,,2021-02-26,439634
Colorado,,2021-02-27,440500
Colorado,,2021-02-28,462155
Colorado,,2021-03-01,479662
Colorado,,2021-03-02,484907
Colorado,,2021-03-03,499066
Colorado,,2021-03-04,513187
Colorado,,2021-03-05,526306
Colorado,,2021-03-06,549267
Colorado,,2021-03-07,567689
Colorado,,2021-03-08,571975
Colorado,,2021-03-09,584872
Connecticut,,2021-01-12,4174
Connecticut,,2021-01-13,5268
Connecticut,,2021-01-15,17162
Connecticut,,2021-01-19,23150
Connecticut,,2021-01-20,25018
Connecticut,,2021-01-21,28602
Connecticut,,2021-01-22,33149
Connecticut,,2021-01-23,37098
Connecticut,,2021-01-24,40506
Connecticut,,2021-01-25,42421
Connecticut,,2021-01-26,45190
Connecticut,,2021-01-27,51939
Connecticut,,2021-01-28,59437
Connecticut,,2021-01-29,67624
Connecticut,,2021-01-30,73706
Connecticut,,2021-01-31,79511
Connecticut,,2021-02-01,83855
Connecticut,,2021-02-02,86602
Connecticut,,2021-02-03,90574
Connecticut,,2021-02-04,97568
Connecticut,,2021-02-05,106224
Connecticut,,2021-02-06,115349
Connecticut,,2021-02-07,123198
Connecticut,,2021-02-08,127194
Connecticut,,2021-02-09,133196
Connecticut,,2021-02-10,142918
Connecticut,,2021-02-11,154639
Connecticut,,2021-02-12,167894
Connecticut,,2021-02-13,183146
Connecticut,,2021-02-14,191978
Connecticut,,2021-02-16,206920
Connecticut,,2021-02-17,218777
Connecticut,,2021-02-18,231795
Connecticut,,2021-02-19,253770
Connecticut,,2021-02-20,265343
Connecticut,,2021-02-21,270792
Connecticut,,2021-02-22,277009
Connecticut,,2021-02-23,279804
Connecticut,,2021-02-24,283211
Connecticut,,2021-02-25,285804
Connecticut,,2021-02-26,290698
Connecticut,,2021-02-27,295458
Connecticut,,2021-02-28,300264
Connecticut,,2021-03-01,305226
Connecticut,,2021-03-02,306894
Connecticut,,2021-03-03,310667
Connecticut,,2021-03-04,313603
Connecticut,,2021-03-05,316991
Connecticut,,2021-03-06,320257
Connecticut,,2021-03-07,324448
Connecticut,,2021-03-08,340912
Connecticut,,2021-03-09,345611
Delaware,,2021-01-12,2784
Delaware,,2021-01-13,4050
Delaware,,2021-01-15,5354
Delaware,,2021-01-19,6768
Delaware,,2021-01-20,6919
Delaware,,2021-01-21,7355
Delaware,,2021-01-22,8847
Delaware,,2021-01-23,10448
Delaware,,2021-01-24,11464
Delaware,,2021-01-25,11647
Delaware,,2021-01-26,11724
Delaware,,2021-01-27,12352
Delaware,,2021-01-28,13121
Delaware,,2021-01-29,14210
Delaware,,2021-01-30,14956
Delaware,,2021-01-31,16397
Delaware,,2021-02-01,17628
Delaware,,2021-02-02,18040
Delaware,,2021-02-03,18568
Delaware,,2021-02-04,20394
Delaware,,2021-02-05,21264
Delaware,,2021-02-06,22791
Delaware,,2021-02-07,24245
Delaware,,2021-02-08,25179
Delaware,,2021-02-09,25405
Delaware,,2021-02-10,26054
Delaware,,2021-02-11,26864
Delaware,,2021-02-12,27742
Delaware,,2021-02-13,29423
Delaware,,2021-02-14,31095
Delaware,,2021-02-16,34002
Delaware,,2021-02-17,35601
Delaware,,2021-02-18,37499
Delaware,,2021-02-19,43614
Delaware,,2021-02-20,46527
Delaware,,2021-02-21,46803
Delaware,,2021-02-22,48311
Delaware,,2021-02-23,50546
Delaware,,2021-02-24,53019
Delaware,,2021-02-25,56790
Delaware,,2021-02-26,61985
Delaware,,2021-02-27,67915
Delaware,,2021-02-28,71482
Delaware,,2021-03-01,75909
Delaware,,2021-03-02,75946
Delaware,,2021-03-03,83782
Delaware,,2021-03-04,87485
Delaware,,2021-03-05,92003
Delaware,,2021-03-06,96374
Delaware,,2021-03-07,100801
Delaware,,2021-03-08,100543
Delaware,,2021-03-09,103622
Dept of Defense,,2021-01-12,8383
Dept of Defense,,2021-01-13,8383
Dept of Defense,,2021-01-15,17946
Dept of Defense,,2021-01-19,21753
Dept of Defense,,2021-01-20,22157
Dept of Defense,,2021-01-21,25429
Dept of Defense,,2021-01-22,28602
Dept of Defense,,2021-01-23,31730
Dept of Defense,,2021-01-24,34204
Dept of Defense,,2021-01-25,35570
Dept of Defense,,2021-01-26,35570
Dept of Defense,,2021-01-27,40396
Dept of Defense,,2021-01-28,46561
Dept of Defense,,2021-01-29,53084
Dept of Defense,,2021-01-30,59440
Dept of Defense,,2021-01-31,67235
Dept of Defense,,2021-02-01,67913
Dept of Defense,,2021-02-02,68278
Dept of Defense,,2021-02-03,75347
Dept of Defense,,2021-02-04,85122
Dept of Defense,,2021-02-05,97352
Dept of Defense,,2021-02-06,111028
Dept of Defense,,2021-02-07,125455
Dept of Defense,,2021-02-08,127265
Dept of Defense,,2021-02-09,128690
Dept of Defense,,2021-02-10,135576
Dept of Defense,,2021-02-11,144383
Dept of Defense,,2021-02-12,154958
Dept of Defense,,2021-02-13,167889
Dept of Defense,,2021-02-14,179425
Dept of Defense,,2021-02-16,180770
Dept of Defense,,2021-02-17,181856
Dept of Defense,,2021-02-18,200272
Dept of Defense,,2021-02-19,209531
Dept of Defense,,2021-02-20,219173
Dept of Defense,,2021-02-21,233595
Dept of Defense,,2021-02-22,237626
Dept of Defense,,2021-02-23,238976
Dept of Defense,,2021-02-24,249659
Dept of Defense,,2021-02-25,260819
Dept of Defense,,2021-02-26,272456
Dept of Defense,,2021-02-27,286109
Dept of Defense,,2021-02-28,303314
Dept of Defense,,2021-03-01,304072
Dept of Defense,,2021-03-02,304656
Dept of Defense,,2021-03-03,312894
Dept of Defense,,2021-03-04,322651
Dept of Defense,,2021-03-05,333385
Dept of Defense,,2021-03-06,345622
Dept of Defense,,2021-03-07,361473
Dept of Defense,,2021-03-08,365443
Dept of Defense,,2021-03-09,436245
District of Columbia,,2021-01-13,1275
District of Columbia,,2021-01-15,8250
District of Columbia,,2021-01-19,10196
District of Columbia,,2021-01-20,10553
District of Columbia,,2021-01-21,11685
District of Columbia,,2021-01-22,12045
District of Columbia,,2021-01-23,12649
District of Columbia,,2021-01-24,13043
District of Columbia,,2021-01-25,13236
District of Columbia,,2021-01-26,13293
District of Columbia,,2021-01-27,14434
District of Columbia,,2021-01-28,15177
District of Columbia,,2021-01-29,16112
District of Columbia,,2021-01-30,17029
District of Columbia,,2021-01-31,18710
District of Columbia,,2021-02-01,19217
District of Columbia,,2021-02-02,19218
District of Columbia,,2021-02-03,19753
District of Columbia,,2021-02-04,21313
District of Columbia,,2021-02-05,22719
District of Columbia,,2021-02-06,24069
District of Columbia,,2021-02-07,26151
District of Columbia,,2021-02-08,26957
District of Columbia,,2021-02-09,26957
District of Columbia,,2021-02-10,26957
District of Columbia,,2021-02-11,31786
District of Columbia,,2021-02-12,33167
District of Columbia,,2021-02-13,34388
District of Columbia,,2021-02-14,36388
District of Columbia,,2021-02-16,39060
District of Columbia,,2021-02-17,39973
District of Columbia,,2021-02-18,41311
District of Columbia,,2021-02-19,50145
District of Columbia,,2021-02-20,51565
District of Columbia,,2021-02-21,53244
District of Columbia,,2021-02-22,54187
District of Columbia,,2021-02-23,55413
District of Columbia,,2021-02-24,56711
District of Columbia,,2021-02-25,58201
District of Columbia,,2021-02-26,59551
District of Columbia,,2021-02-27,63706
District of Columbia,,2021-02-28,66481
District of Columbia,,2021-03-01,68370
District of Columbia,,2021-03-02,68955
District of Columbia,,2021-03-03,70091
District of Columbia,,2021-03-04,71591
District of Columbia,,2021-03-05,73279
District of Columbia,,2021-03-06,79089
District of Columbia,,2021-03-07,80744
District of Columbia,,2021-03-08,51723
District of Columbia,,2021-03-09,52813
Federated States of Micronesia,,2021-01-15,2
Federated States of Micronesia,,2021-01-19,2
Federated States of Micronesia,,2021-01-20,3
Federated States of Micronesia,,2021-01-21,3
Federated States of Micronesia,,2021-01-22,3
Federated States of Micronesia,,2021-01-23,3
Federated States of Micronesia,,2021-01-24,3
Federated States of Micronesia,,2021-01-25,3
Federated States of Micronesia,,2021-01-26,4
Federated States of Micronesia,,2021-01-27,4
Federated States of Micronesia,,2021-01-28,4
Federated States of Micronesia,,2021-01-29,5
Federated States of Micronesia,,2021-01-30,5
Federated States of Micronesia,,2021-01-31,5
Federated States of Micronesia,,2021-02-01,15
Federated States of Micronesia,,2021-02-02,16
Federated States of Micronesia,,2021-02-03,17
Federated States of Micronesia,,2021-02-04,26
Federated States of Micronesia,,2021-02-05,35
Federated States of Micronesia,,2021-02-06,78
Federated States of Micronesia,,2021-02-07,79
Federated States of Micronesia,,2021-02-08,112
Federated States of Micronesia,,2021-02-09,148
Federated States of Micronesia,,2021-02-10,246
Federated States of Micronesia,,2021-02-11,346
Federated States of Micronesia,,2021-02-12,453
Federated States of Micronesia,,2021-02-13,767
Federated States of Micronesia,,2021-02-14,886
Federated States of Micronesia,,2021-02-16,1121
Federated States of Micronesia,,2021-02-17,1449
Federated States of Micronesia,,2021-02-18,1761
Federated States of Micronesia,,2021-02-19,2070
Federated States of Micronesia,,2021-02-20,2070
Federated States of Micronesia,,2021-02-21,2425
Federated States of Micronesia,,2021-02-22,2425
Federated States of Micronesia,,2021-02-23,2425
Federated States of Micronesia,,2021-02-24,2844
Federated States of Micronesia,,2021-02-25,3018
Federated States of Micronesia,,2021-02-26,3411
Federated States of Micronesia,,2021-02-27,3726
Federated States of Micronesia,,2021-02-28,4103
Federated States of Micronesia,,2021-03-01,4403
Federated States of Micronesia,,2021-03-02,4921
Federated States of Micronesia,,2021-03-03,5317
Federated States of Micronesia,,2021-03-04,5658
Federated States of Micronesia,,2021-03-05,5979
Federated States of Micronesia,,2021-03-06,6343
Federated States of Micronesia,,2021-03-07,6394
Federated States of Micronesia,,2021-03-08,6425
Federated States of Micronesia,,2021-03-09,6670
Florida,,2021-01-12,41725
Florida,,2021-01-13,52969
Florida,,2021-01-15,74776
Florida,,2021-01-19,103173
Florida,,2021-01-20,111763
Florida,,2021-01-21,111763
Florida,,2021-01-22,124582
Florida,,2021-01-23,152209
Florida,,2021-01-24,156226
Florida,,2021-01-25,156298
Florida,,2021-01-26,158886
Florida,,2021-01-27,176671
Florida,,2021-01-28,204623
Florida,,2021-01-29,236834
Florida,,2021-01-30,274211
Florida,,2021-01-31,297584
Florida,,2021-02-01,315392
Florida,,2021-02-02,329176
Florida,,2021-02-03,373238
Florida,,2021-02-04,422482
Florida,,2021-02-05,440172
Florida,,2021-02-06,512064
Florida,,2021-02-07,629556
Florida,,2021-02-08,629556
Florida,,2021-02-09,694637
Florida,,2021-02-10,756678
Florida,,2021-02-11,823514
Florida,,2021-02-12,962465
Florida,,2021-02-13,1028266
Florida,,2021-02-14,1082096
Florida,,2021-02-16,1134793
Florida,,2021-02-17,1180757
Florida,,2021-02-18,1231696
Florida,,2021-02-19,1378573
Florida,,2021-02-20,1382923
Florida,,2021-02-21,1481148
Florida,,2021-02-22,1482708
Florida,,2021-02-23,1492758
Florida,,2021-02-24,1535864
Florida,,2021-02-25,1590721
Florida,,2021-02-26,1640330
Florida,,2021-02-27,1693485
Florida,,2021-02-28,1787164
Florida,,2021-03-01,1787511
Florida,,2021-03-02,1799607
Florida,,2021-03-03,1833883
Florida,,2021-03-04,1886028
Florida,,2021-03-05,1929985
Florida,,2021-03-06,2006907
Florida,,2021-03-07,2074589
Florida,,2021-03-08,2055838
Florida,,2021-03-09,2074763
Georgia,GEO,2021-01-12,7746
Georgia,GEO,2021-01-13,8937
Georgia,GEO,2021-01-15,22324
Georgia,GEO,2021-01-19,28907
Georgia,GEO,2021-01-20,35029
Georgia,GEO,2021-01-21,39972
Georgia,GEO,2021-01-22,59925
Georgia,GEO,2021-01-23,59965
Georgia,GEO,2021-01-24,59965
Georgia,GEO,2021-01-25,59965
Georgia,GEO,2021-01-26,64989
Georgia,GEO,2021-01-27,75360
Georgia,GEO,2021-01-28,89305
Georgia,GEO,2021-01-29,99941
Georgia,GEO,2021-01-30,109311
Georgia,GEO,2021-01-31,119878
Georgia,GEO,2021-02-01,125548
Georgia,GEO,2021-02-02,129885
Georgia,GEO,2021-02-03,140900
Georgia,GEO,2021-02-04,152626
Georgia,GEO,2021-02-05,169163
Georgia,GEO,2021-02-06,188736
Georgia,GEO,2021-02-07,210237
Georgia,GEO,2021-02-08,219840
Georgia,GEO,2021-02-09,227997
Georgia,GEO,2021-02-10,251946
Georgia,GEO,2021-02-11,279546
Georgia,GEO,2021-02-12,279546
Georgia,GEO,2021-02-13,313961
Georgia,GEO,2021-02-14,380394
Georgia,GEO,2021-02-16,402578
Georgia,GEO,2021-02-17,402578
Georgia,GEO,2021-02-18,462570
Georgia,GEO,2021-02-19,527556
Georgia,GEO,2021-02-20,568299
Georgia,GEO,2021-02-21,609520
Georgia,GEO,2021-02-22,623795
Georgia,GEO,2021-02-23,627968
Georgia,GEO,2021-02-24,653286
Georgia,GEO,2021-02-25,678886
Georgia,GEO,2021-02-26,710086
Georgia,GEO,2021-02-27,745853
Georgia,GEO,2021-02-28,747388
Georgia,GEO,2021-03-01,747398
Georgia,GEO,2021-03-02,750985
Georgia,GEO,2021-03-03,780276
Georgia,GEO,2021-03-04,810091
Georgia,GEO,2021-03-05,847033
Georgia,GEO,2021-03-06,872270
Georgia,GEO,2021-03-07,899669
Georgia,GEO,2021-03-08,904207
Georgia,GEO,2021-03-09,910623
Guam,GUM,2021-01-26,3803
Guam,GUM,2021-01-27,3869
Guam,GUM,2021-01-28,3969
Guam,GUM,2021-01-29,4358
Guam,GUM,2021-01-30,4499
Guam,GUM,2021-01-31,4499
Guam,GUM,2021-02-01,4736
Guam,GUM,2021-02-02,4936
Guam,GUM,2021-02-03,5108
Guam,GUM,2021-02-04,5108
Guam,GUM,2021-02-05,5321
Guam,GUM,2021-02-06,5581
Guam,GUM,2021-02-07,5820
Guam,GUM,2021-02-08,5838
Guam,GUM,2021-02-09,6260
Guam,GUM,2021-02-10,6873
Guam,GUM,2021-02-11,7711
Guam,GUM,2021-02-12,8955
Guam,GUM,2021-02-13,10117
Guam,GUM,2021-02-14,10688
Guam,GUM,2021-02-16,11266
Guam,GUM,2021-02-17,12251
Guam,GUM,2021-02-18,13311
Guam,GUM,2021-02-19,15150
Guam,GUM,2021-02-20,16104
